root_id,classification_system,cell_type,num_synapses,min_synapses,softmax_threshold,bandwidth_quantile_value,min_synapses_ratio_value,GABA_ratio,ACh_ratio,Glut_ratio,Oct_ratio,Ser_ratio,DA_ratio,Unknown_ratio,GABA_clusters,ACh_clusters,Glut_clusters,Oct_clusters,Ser_clusters,DA_clusters
720575940630553415,cell_class,gustatory,1135,400,0.25,0.02,0.05,0.003524229074889868,0.6237885462555066,0.0026431718061674008,0.006167400881057269,0.20440528634361232,0.15947136563876652,0.0,False,True,False,False,False,False
720575940630553415,cell_class,gustatory,1135,400,0.25,0.02,0.1,0.003524229074889868,0.6237885462555066,0.0026431718061674008,0.006167400881057269,0.20440528634361232,0.15947136563876652,0.0,False,False,False,False,False,False
720575940630553415,cell_class,gustatory,1135,400,0.25,0.01,0.01,0.003524229074889868,0.6237885462555066,0.0026431718061674008,0.006167400881057269,0.20440528634361232,0.15947136563876652,0.0,False,True,False,False,True,True
720575940630553415,cell_class,gustatory,1135,400,0.25,0.01,0.05,0.003524229074889868,0.6237885462555066,0.0026431718061674008,0.006167400881057269,0.20440528634361232,0.15947136563876652,0.0,False,False,False,False,False,False
720575940630553415,cell_class,gustatory,1135,400,0.25,0.01,0.1,0.003524229074889868,0.6237885462555066,0.0026431718061674008,0.006167400881057269,0.20440528634361232,0.15947136563876652,0.0,False,False,False,False,False,False
720575940632146340,cell_class,gustatory,1291,400,0.25,0.14285714285714285,0.01,0.012393493415956624,0.6886134779240899,0.024786986831913247,0.0038729666924864447,0.14175058094500387,0.12780790085205268,0.000774593338497289,False,True,True,False,True,True
720575940632146340,cell_class,gustatory,1291,400,0.25,0.14285714285714285,0.05,0.012393493415956624,0.6886134779240899,0.024786986831913247,0.0038729666924864447,0.14175058094500387,0.12780790085205268,0.000774593338497289,False,True,False,False,True,True
720575940632146340,cell_class,gustatory,1291,400,0.25,0.14285714285714285,0.1,0.012393493415956624,0.6886134779240899,0.024786986831913247,0.0038729666924864447,0.14175058094500387,0.12780790085205268,0.000774593338497289,False,True,False,False,False,False
720575940632146340,cell_class,gustatory,1291,400,0.25,0.04,0.01,0.012393493415956624,0.6886134779240899,0.024786986831913247,0.0038729666924864447,0.14175058094500387,0.12780790085205268,0.000774593338497289,False,True,False,False,True,True
720575940632146340,cell_class,gustatory,1291,400,0.25,0.04,0.05,0.012393493415956624,0.6886134779240899,0.024786986831913247,0.0038729666924864447,0.14175058094500387,0.12780790085205268,0.000774593338497289,False,True,False,False,False,False
720575940632146340,cell_class,gustatory,1291,400,0.25,0.04,0.1,0.012393493415956624,0.6886134779240899,0.024786986831913247,0.0038729666924864447,0.14175058094500387,0.12780790085205268,0.000774593338497289,False,False,False,False,False,False
720575940632146340,cell_class,gustatory,1291,400,0.25,0.02,0.01,0.012393493415956624,0.6886134779240899,0.024786986831913247,0.0038729666924864447,0.14175058094500387,0.12780790085205268,0.000774593338497289,False,True,False,False,True,True
720575940632146340,cell_class,gustatory,1291,400,0.25,0.02,0.05,0.012393493415956624,0.6886134779240899,0.024786986831913247,0.0038729666924864447,0.14175058094500387,0.12780790085205268,0.000774593338497289,False,True,False,False,False,False
720575940632146340,cell_class,gustatory,1291,400,0.25,0.02,0.1,0.012393493415956624,0.6886134779240899,0.024786986831913247,0.0038729666924864447,0.14175058094500387,0.12780790085205268,0.000774593338497289,False,False,False,False,False,False
720575940632146340,cell_class,gustatory,1291,400,0.25,0.01,0.01,0.012393493415956624,0.6886134779240899,0.024786986831913247,0.0038729666924864447,0.14175058094500387,0.12780790085205268,0.000774593338497289,False,True,False,False,True,True
720575940632146340,cell_class,gustatory,1291,400,0.25,0.01,0.05,0.012393493415956624,0.6886134779240899,0.024786986831913247,0.0038729666924864447,0.14175058094500387,0.12780790085205268,0.000774593338497289,False,True,False,False,False,False
720575940632146340,cell_class,gustatory,1291,400,0.25,0.01,0.1,0.012393493415956624,0.6886134779240899,0.024786986831913247,0.0038729666924864447,0.14175058094500387,0.12780790085205268,0.000774593338497289,False,False,False,False,False,False
