root_id,classification_system,cell_type,num_synapses,softmax_threshold,ratio_threshold,bandwidth_quantile_value,min_synapses_ratio_value,GABA,ACh,Glut,Oct,Ser,DA,Unknown
720575940628844712,cell_type,DNg44,4106,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940614186449,cell_type,DNg44,4399,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940631299855,cell_type,DNg49,1698,0.25,0.16,0.14285714285714285,0.01,True,True,True,True,True,False,False
720575940632307025,cell_type,DNg49,3859,0.25,0.16,0.14285714285714285,0.01,True,True,True,True,True,True,False
720575940622996579,cell_type,DNg40,7427,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940626901136,cell_type,DNg40,7366,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940627812168,cell_type,DNg47,2389,0.25,0.16,0.14285714285714285,0.01,True,True,False,False,True,True,False
720575940631629160,cell_type,DNg47,2233,0.25,0.16,0.14285714285714285,0.01,True,True,False,True,True,True,False
720575940628225167,cell_type,DNg48,1415,0.25,0.16,0.14285714285714285,0.01,True,True,True,True,True,True,False
720575940633228172,cell_type,DNg48,1177,0.25,0.16,0.14285714285714285,0.01,True,True,True,True,True,True,False
720575940638664355,cell_type,DNg46,3497,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940615108714,cell_type,DNg46,2815,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940611772083,cell_type,DNg43,1892,0.25,0.16,0.14285714285714285,0.01,True,True,True,True,True,True,False
720575940614187006,cell_type,DNg43,1498,0.25,0.16,0.14285714285714285,0.01,True,True,True,True,True,True,False
720575940621336852,cell_type,DNg42,1129,0.25,0.16,0.14285714285714285,0.01,True,True,True,True,True,True,False
720575940624448956,cell_type,DNg42,1101,0.25,0.16,0.14285714285714285,0.01,True,True,True,True,True,False,False
720575940627732423,cell_type,DNg45,861,0.25,0.16,0.14285714285714285,0.01,True,True,True,True,True,True,False
720575940622486644,cell_type,DNg45,754,0.25,0.16,0.14285714285714285,0.01,True,True,True,True,True,True,False
720575940622037926,cell_type,DNg41,3238,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,False,False
720575940636329579,cell_type,DNg41,3442,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
