root_id,classification_system,cell_type,num_synapses,softmax_threshold,ratio_threshold,bandwidth_quantile_value,min_synapses_ratio_value,GABA,ACh,Glut,Oct,Ser,DA,Unknown
720575940629472298,cell_type,DNg09,2255,0.25,0.16,0.14285714285714285,0.01,True,True,False,False,False,False,False
720575940629742718,cell_type,DNg09,1747,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940627799802,cell_type,DNg09,2150,0.25,0.16,0.14285714285714285,0.01,True,True,False,False,False,False,False
720575940630297292,cell_type,DNg09,1921,0.25,0.16,0.14285714285714285,0.01,True,True,False,False,False,True,False
720575940634207087,cell_type,DNg09,2427,0.25,0.16,0.14285714285714285,0.01,True,True,False,False,False,False,False
720575940626877639,cell_type,DNg09,1935,0.25,0.16,0.14285714285714285,0.01,True,True,False,False,True,True,False
720575940631829059,cell_type,DNg09,682,0.25,0.16,0.14285714285714285,0.01,True,True,True,True,True,True,False
720575940621586473,cell_type,DNg09,2436,0.25,0.16,0.14285714285714285,0.01,True,True,False,False,False,True,False
720575940623491987,cell_type,DNg06_c,502,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940632458514,cell_type,DNg08_b,776,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940621274845,cell_type,DNg08_b,1148,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,False,True,False
720575940631973207,cell_type,DNg08_b,629,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,False,False,False
720575940622760269,cell_type,DNg08_b,815,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,False,False
720575940640194493,cell_type,DNg08_b,691,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940618818395,cell_type,DNg08_b,696,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940631593753,cell_type,DNg08_b,566,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,False,True,False
720575940632339425,cell_type,DNg08_b,718,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940630492714,cell_type,DNg02_d,426,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940641305229,cell_type,DNg02_d,442,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940630682618,cell_type,DNg08_a,1095,0.25,0.16,0.14285714285714285,0.01,True,True,True,True,True,True,False
720575940623033532,cell_type,DNg08_a,978,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,False,False
720575940616688286,cell_type,DNg08_a,940,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940624748419,cell_type,DNg08_a,703,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,False,False
720575940624131913,cell_type,DNg08_a,1074,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,False,True,False
720575940618051801,cell_type,DNg08_a,1064,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940621471157,cell_type,DNg08_a,1618,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940608076739,cell_type,DNg08_a,741,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,False,False
