root_id,classification_system,cell_type,num_synapses,softmax_threshold,ratio_threshold,bandwidth_quantile_value,min_synapses_ratio_value,GABA,ACh,Glut,Oct,Ser,DA,Unknown
720575940623338281,cell_type,DNg98,15520,0.25,0.16,0.14285714285714285,0.01,True,True,False,True,True,False,False
720575940630810486,cell_type,DNg98,14155,0.25,0.16,0.14285714285714285,0.01,True,True,False,True,True,False,False
720575940623626986,cell_type,DNg94,966,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940626888250,cell_type,DNg94,764,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940622594186,cell_type,DNg91,5120,0.25,0.16,0.14285714285714285,0.01,False,True,True,False,False,True,False
720575940635701655,cell_type,DNg91,1421,0.25,0.16,0.14285714285714285,0.01,True,True,True,True,True,True,False
720575940613019541,cell_type,DNg93,6943,0.25,0.16,0.14285714285714285,0.01,True,True,True,True,True,True,False
720575940626085562,cell_type,DNg93,9266,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940620297819,cell_type,DNg96,4691,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,False,False
720575940614909506,cell_type,DNg96,4442,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,False,False
720575940642198747,cell_type,DNg92_b,632,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940638159472,cell_type,DNg92_b,427,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940637678653,cell_type,DNg92_b,736,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940605513649,cell_type,DNg90,7475,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,False,False,False
720575940610231509,cell_type,DNg90,6218,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,False,False
720575940611462885,cell_type,DNg92_a,772,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940625345584,cell_type,DNg92_a,791,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940628397138,cell_type,DNg92_a,1222,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,False,True,False
720575940619332944,cell_type,DNg99,3103,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940620621190,cell_type,DNg99,2226,0.25,0.16,0.14285714285714285,0.01,True,True,True,True,True,True,False
720575940620300308,cell_type,DNg97,5006,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940626730883,cell_type,DNg97,7186,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
