root_id,classification_system,cell_type,num_synapses,softmax_threshold,ratio_threshold,bandwidth_quantile_value,min_synapses_ratio_value,GABA,ACh,Glut,Oct,Ser,DA,Unknown
720575940627538434,cell_type,DNg79,536,0.25,0.16,0.14285714285714285,0.01,True,True,True,True,True,True,False
720575940611735002,cell_type,DNg79,519,0.25,0.16,0.14285714285714285,0.01,True,True,True,True,True,True,False
720575940622537653,cell_type,DNg79,656,0.25,0.16,0.14285714285714285,0.01,True,True,True,True,True,True,False
720575940627210568,cell_type,DNg79,740,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940625815562,cell_type,DNg77,2529,0.25,0.16,0.14285714285714285,0.01,True,True,False,False,True,True,False
720575940631643532,cell_type,DNg77,2813,0.25,0.16,0.14285714285714285,0.01,True,True,False,False,True,True,False
720575940633529548,cell_type,DNg74_a,15903,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,False,False
720575940622500172,cell_type,DNg74_a,15525,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,False,False
720575940636656632,cell_type,DNg74_b,10114,0.25,0.16,0.14285714285714285,0.01,True,True,True,True,True,True,False
720575940627087646,cell_type,DNg74_b,11551,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,False,False
720575940612603289,cell_type,DNg75,9286,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940614730914,cell_type,DNg75,9532,0.25,0.16,0.14285714285714285,0.01,True,True,True,True,True,True,False
720575940623426854,cell_type,DNg73,1630,0.25,0.16,0.14285714285714285,0.01,True,True,False,False,True,False,False
720575940641833869,cell_type,DNg73,1357,0.25,0.16,0.14285714285714285,0.01,True,True,True,True,True,True,False
720575940615323298,cell_type,DNg72,4398,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,False,False
720575940627366675,cell_type,DNg72,4353,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,False,False,False
720575940626179614,cell_type,DNg72,4163,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,False,False,False
720575940636029807,cell_type,DNg72,4019,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,False,False,False
720575940632524559,cell_type,DNg70,8647,0.25,0.16,0.14285714285714285,0.01,True,True,True,True,True,True,False
720575940632407826,cell_type,DNg70,9668,0.25,0.16,0.14285714285714285,0.01,True,True,True,True,True,True,False
720575940605950496,cell_type,DNg76,2088,0.25,0.16,0.14285714285714285,0.01,True,True,True,True,True,True,False
720575940620622708,cell_type,DNg76,1555,0.25,0.16,0.14285714285714285,0.01,True,True,True,True,True,True,False
720575940606342089,cell_type,DNg78,1393,0.25,0.16,0.14285714285714285,0.01,True,True,True,True,True,True,False
720575940611956197,cell_type,DNg78,1106,0.25,0.16,0.14285714285714285,0.01,True,True,True,True,True,True,False
720575940626524702,cell_type,DNg71,4086,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940622160560,cell_type,DNg71,4275,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,False,False
