root_id,classification_system,cell_type,num_synapses
720575940609187101,cell_class,AN,668
720575940610284441,cell_class,AN,638
720575940639623795,cell_class,AN,5080
720575940611832490,cell_class,AN,855
720575940628894251,cell_class,AN,6196
720575940610033394,cell_class,AN,1574
720575940626180638,cell_class,AN,2878
720575940632118479,cell_class,AN,2448
720575940629739068,cell_class,AN,2532
720575940619985089,cell_class,AN,472
720575940612066223,cell_class,AN,630
720575940620807437,cell_class,AN,510
720575940630137425,cell_class,AN,878
720575940623210445,cell_class,AN,6028
720575940614418794,cell_class,AN,3346
720575940627022824,cell_class,AN,6445
720575940613497395,cell_class,AN,10412
720575940623700661,cell_class,AN,1906
720575940640934363,cell_class,AN,6676
720575940655014049,cell_class,AN,5590
720575940631922489,cell_class,AN,5802
720575940633302995,cell_class,AN,1611
720575940619114918,cell_class,AN,2416
720575940623564435,cell_class,AN,461
720575940622714004,cell_class,AN,2310
720575940620492246,cell_class,AN,888
720575940623696362,cell_class,AN,8780
720575940626035556,cell_class,AN,1407
720575940626545410,cell_class,AN,3175
720575940631769058,cell_class,AN,467
720575940628505039,cell_class,AN,2700
720575940643142560,cell_class,AN,9312
720575940644376355,cell_class,AN,2907
720575940623606857,cell_class,AN,6816
720575940614595643,cell_class,AN,2196
720575940624871710,cell_class,AN,3519
720575940611772914,cell_class,AN,18462
720575940627404154,cell_class,AN,1767
720575940626252163,cell_class,AN,7351
720575940628991051,cell_class,AN,1801
720575940626750723,cell_class,AN,2871
720575940637374323,cell_class,AN,6237
720575940638396998,cell_class,AN,5892
720575940623933626,cell_class,AN,2312
720575940611061038,cell_class,AN,4320
720575940618855883,cell_class,AN,8352
720575940625140755,cell_class,AN,983
720575940651808758,cell_class,AN,11099
720575940607434564,cell_class,AN,940
720575940619206772,cell_class,AN,1954
720575940639843035,cell_class,AN,6924
720575940607561540,cell_class,AN,1071
720575940624728504,cell_class,AN,3659
720575940630307639,cell_class,AN,657
720575940607606852,cell_class,AN,3057
720575940633119149,cell_class,AN,785
720575940609311586,cell_class,AN,3059
720575940629745022,cell_class,AN,3795
720575940608269102,cell_class,AN,417
720575940657611393,cell_class,AN,959
720575940642875080,cell_class,AN,5302
720575940615211195,cell_class,AN,4743
720575940634525792,cell_class,AN,9811
720575940606913202,cell_class,AN,6076
720575940630173689,cell_class,AN,525
720575940624954185,cell_class,AN,2747
720575940631183330,cell_class,AN,1684
720575940627684614,cell_class,AN,888
720575940629321734,cell_class,AN,438
720575940603789228,cell_class,AN,2236
720575940623368375,cell_class,AN,1319
720575940611223445,cell_class,AN,441
720575940620122503,cell_class,AN,5265
720575940610148505,cell_class,AN,4683
720575940625346130,cell_class,AN,3248
720575940610156697,cell_class,AN,1270
720575940636068270,cell_class,AN,784
720575940625969351,cell_class,AN,5575
720575940625411109,cell_class,AN,1155
720575940641702304,cell_class,AN,940
720575940613958194,cell_class,AN,16725
720575940610200217,cell_class,AN,1648
720575940605173792,cell_class,AN,3582
720575940614511614,cell_class,AN,3463
720575940610264490,cell_class,AN,5517
720575940633969815,cell_class,AN,2594
720575940623776743,cell_class,AN,7627
720575940610821654,cell_class,AN,495
720575940628911620,cell_class,AN,729
720575940620718472,cell_class,AN,5686
720575940644446062,cell_class,AN,3733
720575940610138026,cell_class,AN,585
720575940610745373,cell_class,AN,3053
720575940611427697,cell_class,AN,910
720575940639151960,cell_class,AN,8822
720575940645246004,cell_class,AN,2979
720575940629561400,cell_class,AN,772
720575940627637521,cell_class,AN,7987
720575940628710555,cell_class,AN,1250
720575940620752408,cell_class,AN,2698
720575940625176957,cell_class,AN,1351
720575940615942924,cell_class,AN,4350
720575940621106977,cell_class,AN,9304
720575940633565536,cell_class,AN,5926
720575940605916640,cell_class,AN,1816
720575940631914783,cell_class,AN,3102
720575940630160384,cell_class,AN,7663
720575940631447879,cell_class,AN,6869
720575940618393398,cell_class,AN,3100
720575940620580272,cell_class,AN,1621
720575940632517028,cell_class,AN,3806
720575940610850965,cell_class,AN,1568
720575940629420135,cell_class,AN,651
720575940634038041,cell_class,AN,4369
720575940627803720,cell_class,AN,3047
720575940608662318,cell_class,AN,12502
720575940621591477,cell_class,AN,3947
720575940625480394,cell_class,AN,7958
720575940613693469,cell_class,AN,7865
720575940621147998,cell_class,AN,5083
720575940615309106,cell_class,AN,4502
720575940616427357,cell_class,AN,7772
720575940638453437,cell_class,AN,3367
720575940623982323,cell_class,AN,10780
720575940613772317,cell_class,AN,1260
720575940613772829,cell_class,AN,1091
720575940630798378,cell_class,AN,10509
