root_id,classification_system,cell_type,num_synapses,softmax_threshold,ratio_threshold,bandwidth_quantile_value,min_synapses_ratio_value,GABA,ACh,Glut,Oct,Ser,DA,Unknown
720575940632836675,cell_type,DNp41,1473,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940627166851,cell_type,DNp41,1694,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940636933722,cell_type,DNp41,1428,0.25,0.16,0.14285714285714285,0.01,True,True,True,True,True,False,False
720575940633953434,cell_type,DNp41,1758,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940613403890,cell_type,DNp48,9160,0.25,0.16,0.14285714285714285,0.01,True,True,True,True,True,True,False
720575940621031006,cell_type,DNp48,12437,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940619152856,cell_type,DNp40,2763,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,False,False
720575940623467527,cell_type,DNp40,1030,0.25,0.16,0.14285714285714285,0.01,True,True,True,True,True,False,False
720575940623582867,cell_type,DNp46,3314,0.25,0.16,0.14285714285714285,0.01,True,True,True,True,True,True,False
720575940620369517,cell_type,DNp46,5303,0.25,0.16,0.14285714285714285,0.01,True,True,False,False,False,False,False
720575940641278965,cell_type,DNp43,8761,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940631122191,cell_type,DNp43,8675,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940615251251,cell_type,DNp47,8312,0.25,0.16,0.14285714285714285,0.01,True,True,False,True,True,True,False
720575940620038779,cell_type,DNp47,9823,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940617280657,cell_type,DNp45,10667,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,False,False,False
720575940624426680,cell_type,DNp45,10072,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,False,False,False
