root_id,classification_system,cell_type,num_synapses,min_synapses,softmax_threshold,bandwidth_quantile_value,min_synapses_ratio_value,GABA_ratio,ACh_ratio,Glut_ratio,Oct_ratio,Ser_ratio,DA_ratio,Unknown_ratio,GABA_clusters,ACh_clusters,Glut_clusters,Ser_clusters,DA_clusters,Oct_clusters
720575940631512376,flow,afferent,491,400,0.25,0.04,0.01,0.032586558044806514,0.49287169042769857,0.0,0.0,0.3625254582484725,0.1120162932790224,0.0,True,True,,True,True,
720575940629384953,flow,afferent,563,400,0.25,0.14285714285714285,0.01,0.017761989342806393,0.42451154529307283,0.0017761989342806395,0.003552397868561279,0.46181172291296624,0.0905861456483126,0.0,True,True,,True,True,False
720575940629384953,flow,afferent,563,400,0.25,0.04,0.01,0.017761989342806393,0.42451154529307283,0.0017761989342806395,0.003552397868561279,0.46181172291296624,0.0905861456483126,0.0,False,True,,True,True,False
720575940633475991,flow,afferent,519,400,0.25,0.14285714285714285,0.01,0.025048169556840076,0.8420038535645472,0.0,0.0,0.10597302504816955,0.02697495183044316,0.0,True,True,,True,True,
720575940633475991,flow,afferent,519,400,0.25,0.04,0.01,0.025048169556840076,0.8420038535645472,0.0,0.0,0.10597302504816955,0.02697495183044316,0.0,True,True,,True,False,
720575940629226044,flow,afferent,425,400,0.25,0.14285714285714285,0.01,0.17647058823529413,0.6658823529411765,0.0,0.0,0.14588235294117646,0.011764705882352941,0.0,True,True,,True,False,
720575940629226044,flow,afferent,425,400,0.25,0.04,0.01,0.17647058823529413,0.6658823529411765,0.0,0.0,0.14588235294117646,0.011764705882352941,0.0,True,True,,True,False,
720575940620679233,flow,afferent,605,400,0.25,0.14285714285714285,0.01,0.021487603305785124,0.1834710743801653,0.0049586776859504135,0.0,0.5933884297520661,0.19669421487603306,0.0,True,True,False,True,True,
720575940620679233,flow,afferent,605,400,0.25,0.04,0.01,0.021487603305785124,0.1834710743801653,0.0049586776859504135,0.0,0.5933884297520661,0.19669421487603306,0.0,False,True,False,True,True,
720575940628198759,flow,afferent,452,400,0.25,0.14285714285714285,0.01,0.03761061946902655,0.47345132743362833,0.0,0.0,0.2588495575221239,0.23008849557522124,0.0,True,True,,True,True,
720575940628198759,flow,afferent,452,400,0.25,0.04,0.01,0.03761061946902655,0.47345132743362833,0.0,0.0,0.2588495575221239,0.23008849557522124,0.0,True,True,,True,True,
720575940628565776,flow,afferent,439,400,0.25,0.14285714285714285,0.01,0.025056947608200455,0.6697038724373576,0.002277904328018223,0.002277904328018223,0.25968109339407747,0.04100227790432802,0.0,True,True,,True,True,
720575940628565776,flow,afferent,439,400,0.25,0.04,0.01,0.025056947608200455,0.6697038724373576,0.002277904328018223,0.002277904328018223,0.25968109339407747,0.04100227790432802,0.0,True,True,,True,True,
720575940614257986,flow,afferent,619,400,0.25,0.14285714285714285,0.01,0.07269789983844911,0.3683360258481422,0.0016155088852988692,0.012924071082390954,0.4894991922455573,0.05492730210016155,0.0,True,True,,True,True,False
720575940614257986,flow,afferent,619,400,0.25,0.04,0.01,0.07269789983844911,0.3683360258481422,0.0016155088852988692,0.012924071082390954,0.4894991922455573,0.05492730210016155,0.0,True,True,,True,True,False
720575940618946901,flow,afferent,417,400,0.25,0.14285714285714285,0.01,0.045563549160671464,0.5323741007194245,0.0,0.016786570743405275,0.38609112709832133,0.019184652278177457,0.0,True,True,,True,True,True
720575940618946901,flow,afferent,417,400,0.25,0.04,0.01,0.045563549160671464,0.5323741007194245,0.0,0.016786570743405275,0.38609112709832133,0.019184652278177457,0.0,True,True,,True,True,True
720575940619298731,flow,afferent,410,400,0.25,0.14285714285714285,0.01,0.04390243902439024,0.651219512195122,0.00975609756097561,0.01707317073170732,0.22439024390243903,0.05365853658536585,0.0,True,True,True,True,True,True
720575940619298731,flow,afferent,410,400,0.25,0.04,0.01,0.04390243902439024,0.651219512195122,0.00975609756097561,0.01707317073170732,0.22439024390243903,0.05365853658536585,0.0,True,True,False,True,True,True
720575940611157466,flow,afferent,420,400,0.25,0.14285714285714285,0.01,0.047619047619047616,0.5833333333333334,0.014285714285714285,0.0,0.20476190476190476,0.15,0.0,True,True,True,True,True,
720575940611157466,flow,afferent,420,400,0.25,0.04,0.01,0.047619047619047616,0.5833333333333334,0.014285714285714285,0.0,0.20476190476190476,0.15,0.0,True,True,True,True,True,
720575940603871404,flow,afferent,465,400,0.25,0.14285714285714285,0.01,0.05591397849462366,0.6838709677419355,0.025806451612903226,0.004301075268817204,0.17634408602150536,0.053763440860215055,0.0,True,True,False,True,True,False
720575940603871404,flow,afferent,465,400,0.25,0.04,0.01,0.05591397849462366,0.6838709677419355,0.025806451612903226,0.004301075268817204,0.17634408602150536,0.053763440860215055,0.0,True,True,False,True,True,False
720575940639506776,flow,afferent,504,400,0.25,0.14285714285714285,0.01,0.017857142857142856,0.4801587301587302,0.0,0.001984126984126984,0.42658730158730157,0.07341269841269842,0.0,True,True,,True,True,
720575940639506776,flow,afferent,504,400,0.25,0.04,0.01,0.017857142857142856,0.4801587301587302,0.0,0.001984126984126984,0.42658730158730157,0.07341269841269842,0.0,False,True,,True,True,
720575940627465871,flow,afferent,552,400,0.25,0.14285714285714285,0.01,0.021739130434782608,0.3858695652173913,0.0,0.0,0.532608695652174,0.059782608695652176,0.0,True,True,,True,True,
720575940627465871,flow,afferent,552,400,0.25,0.04,0.01,0.021739130434782608,0.3858695652173913,0.0,0.0,0.532608695652174,0.059782608695652176,0.0,True,True,,True,True,
720575940621767629,flow,afferent,580,400,0.25,0.14285714285714285,0.01,0.022413793103448276,0.6051724137931035,0.0,0.0034482758620689655,0.31724137931034485,0.05172413793103448,0.0,True,True,,True,True,False
720575940621767629,flow,afferent,580,400,0.25,0.04,0.01,0.022413793103448276,0.6051724137931035,0.0,0.0034482758620689655,0.31724137931034485,0.05172413793103448,0.0,True,True,,True,True,False
720575940618512331,flow,afferent,472,400,0.25,0.14285714285714285,0.01,0.0635593220338983,0.3707627118644068,0.00423728813559322,0.01059322033898305,0.4639830508474576,0.0847457627118644,0.00211864406779661,True,True,False,True,True,False
720575940618512331,flow,afferent,472,400,0.25,0.04,0.01,0.0635593220338983,0.3707627118644068,0.00423728813559322,0.01059322033898305,0.4639830508474576,0.0847457627118644,0.00211864406779661,True,True,False,True,True,False
720575940625044743,flow,afferent,520,400,0.25,0.14285714285714285,0.01,0.057692307692307696,0.5326923076923077,0.007692307692307693,0.0,0.175,0.22692307692307692,0.0,True,True,False,True,True,
720575940625044743,flow,afferent,520,400,0.25,0.04,0.01,0.057692307692307696,0.5326923076923077,0.007692307692307693,0.0,0.175,0.22692307692307692,0.0,True,True,False,True,True,
720575940630734587,flow,afferent,510,400,0.25,0.14285714285714285,0.01,0.050980392156862744,0.5392156862745098,0.00196078431372549,0.0058823529411764705,0.28431372549019607,0.11568627450980393,0.00196078431372549,True,True,,True,True,False
720575940630734587,flow,afferent,510,400,0.25,0.04,0.01,0.050980392156862744,0.5392156862745098,0.00196078431372549,0.0058823529411764705,0.28431372549019607,0.11568627450980393,0.00196078431372549,True,True,,True,True,False
720575940613466577,flow,afferent,775,400,0.25,0.14285714285714285,0.01,0.024516129032258065,0.5264516129032258,0.003870967741935484,0.007741935483870968,0.31870967741935485,0.11870967741935484,0.0,True,True,False,True,True,False
720575940613466577,flow,afferent,775,400,0.25,0.04,0.01,0.024516129032258065,0.5264516129032258,0.003870967741935484,0.007741935483870968,0.31870967741935485,0.11870967741935484,0.0,False,True,False,True,True,False
720575940624500519,flow,afferent,498,400,0.25,0.14285714285714285,0.01,0.004016064257028112,0.3333333333333333,0.002008032128514056,0.014056224899598393,0.4939759036144578,0.15261044176706828,0.0,False,True,,True,True,True
720575940624500519,flow,afferent,498,400,0.25,0.04,0.01,0.004016064257028112,0.3333333333333333,0.002008032128514056,0.014056224899598393,0.4939759036144578,0.15261044176706828,0.0,False,True,,True,True,True
720575940626125626,flow,afferent,1000,400,0.25,0.14285714285714285,0.01,0.07,0.795,0.01,0.027,0.091,0.007,0.0,True,True,False,True,False,True
720575940626125626,flow,afferent,1000,400,0.25,0.04,0.01,0.07,0.795,0.01,0.027,0.091,0.007,0.0,True,True,False,True,False,True
720575940627316303,flow,afferent,795,400,0.25,0.14285714285714285,0.01,0.04025157232704402,0.36855345911949683,0.013836477987421384,0.0037735849056603774,0.44528301886792454,0.12830188679245283,0.0,True,True,False,True,True,False
720575940627316303,flow,afferent,795,400,0.25,0.04,0.01,0.04025157232704402,0.36855345911949683,0.013836477987421384,0.0037735849056603774,0.44528301886792454,0.12830188679245283,0.0,False,True,False,True,True,False
720575940614105342,flow,afferent,710,400,0.25,0.14285714285714285,0.01,0.04647887323943662,0.5225352112676056,0.0,0.023943661971830985,0.24084507042253522,0.1647887323943662,0.0014084507042253522,True,True,,True,True,True
720575940614105342,flow,afferent,710,400,0.25,0.04,0.01,0.04647887323943662,0.5225352112676056,0.0,0.023943661971830985,0.24084507042253522,0.1647887323943662,0.0014084507042253522,True,True,,True,True,True
720575940615659381,flow,afferent,660,400,0.25,0.14285714285714285,0.01,0.06060606060606061,0.44696969696969696,0.0015151515151515152,0.00909090909090909,0.36666666666666664,0.11515151515151516,0.0,True,True,,True,True,False
720575940615659381,flow,afferent,660,400,0.25,0.04,0.01,0.06060606060606061,0.44696969696969696,0.0015151515151515152,0.00909090909090909,0.36666666666666664,0.11515151515151516,0.0,True,True,,True,True,False
720575940626202237,flow,afferent,693,400,0.25,0.14285714285714285,0.01,0.06204906204906205,0.43001443001443,0.004329004329004329,0.005772005772005772,0.32323232323232326,0.1746031746031746,0.0,True,True,False,True,True,False
720575940626202237,flow,afferent,693,400,0.25,0.04,0.01,0.06204906204906205,0.43001443001443,0.004329004329004329,0.005772005772005772,0.32323232323232326,0.1746031746031746,0.0,True,True,False,True,True,False
720575940630738171,flow,afferent,988,400,0.25,0.14285714285714285,0.01,0.029352226720647773,0.6508097165991903,0.0020242914979757085,0.0,0.16295546558704455,0.1548582995951417,0.0,True,True,False,True,True,
720575940630738171,flow,afferent,988,400,0.25,0.04,0.01,0.029352226720647773,0.6508097165991903,0.0020242914979757085,0.0,0.16295546558704455,0.1548582995951417,0.0,True,True,False,True,True,
720575940629350782,flow,afferent,718,400,0.25,0.14285714285714285,0.01,0.03064066852367688,0.4233983286908078,0.013927576601671309,0.001392757660167131,0.4331476323119777,0.09610027855153204,0.001392757660167131,True,True,True,True,True,
720575940629350782,flow,afferent,718,400,0.25,0.04,0.01,0.03064066852367688,0.4233983286908078,0.013927576601671309,0.001392757660167131,0.4331476323119777,0.09610027855153204,0.001392757660167131,False,True,False,True,True,
720575940617645652,flow,afferent,526,400,0.25,0.14285714285714285,0.01,0.03231939163498099,0.30988593155893535,0.011406844106463879,0.0,0.4923954372623574,0.15399239543726237,0.0,True,True,False,True,True,
720575940617645652,flow,afferent,526,400,0.25,0.04,0.01,0.03231939163498099,0.30988593155893535,0.011406844106463879,0.0,0.4923954372623574,0.15399239543726237,0.0,True,True,False,True,True,
720575940631084684,flow,afferent,972,400,0.25,0.14285714285714285,0.01,0.030864197530864196,0.8919753086419753,0.0030864197530864196,0.0,0.06584362139917696,0.00823045267489712,0.0,True,True,False,True,False,
720575940631084684,flow,afferent,972,400,0.25,0.04,0.01,0.030864197530864196,0.8919753086419753,0.0030864197530864196,0.0,0.06584362139917696,0.00823045267489712,0.0,False,True,False,True,False,
720575940638872629,flow,afferent,901,400,0.25,0.14285714285714285,0.01,0.013318534961154272,0.5061043285238623,0.008879023307436182,0.004439511653718091,0.27746947835738067,0.1897891231964484,0.0,True,True,False,True,True,False
720575940638872629,flow,afferent,901,400,0.25,0.04,0.01,0.013318534961154272,0.5061043285238623,0.008879023307436182,0.004439511653718091,0.27746947835738067,0.1897891231964484,0.0,False,True,False,True,True,False
720575940627817260,flow,afferent,678,400,0.25,0.14285714285714285,0.01,0.140117994100295,0.2949852507374631,0.02654867256637168,0.011799410029498525,0.2713864306784661,0.2551622418879056,0.0,True,True,True,True,True,False
720575940627817260,flow,afferent,678,400,0.25,0.04,0.01,0.140117994100295,0.2949852507374631,0.02654867256637168,0.011799410029498525,0.2713864306784661,0.2551622418879056,0.0,True,True,False,True,True,False
720575940620253311,flow,afferent,1036,400,0.25,0.14285714285714285,0.01,0.04826254826254826,0.7480694980694981,0.004826254826254826,0.0,0.08687258687258688,0.11196911196911197,0.0,True,True,False,True,True,
720575940620253311,flow,afferent,1036,400,0.25,0.04,0.01,0.04826254826254826,0.7480694980694981,0.004826254826254826,0.0,0.08687258687258688,0.11196911196911197,0.0,True,True,False,True,True,
720575940630696901,flow,afferent,983,400,0.25,0.14285714285714285,0.01,0.013224821973550356,0.6968463886063072,0.002034587995930824,0.002034587995930824,0.21566632756866735,0.07019328585961343,0.0,False,True,False,True,True,False
720575940630696901,flow,afferent,983,400,0.25,0.04,0.01,0.013224821973550356,0.6968463886063072,0.002034587995930824,0.002034587995930824,0.21566632756866735,0.07019328585961343,0.0,False,True,False,True,True,False
720575940611845034,flow,afferent,749,400,0.25,0.14285714285714285,0.01,0.006675567423230975,0.4766355140186916,0.0026702269692923898,0.0,0.4325767690253672,0.0814419225634179,0.0,False,True,False,True,True,
720575940611845034,flow,afferent,749,400,0.25,0.04,0.01,0.006675567423230975,0.4766355140186916,0.0026702269692923898,0.0,0.4325767690253672,0.0814419225634179,0.0,False,True,False,True,True,
