root_id,classification_system,cell_type,num_synapses,min_synapses,softmax_threshold,bandwidth_quantile_value,min_synapses_ratio_value,GABA_ratio,ACh_ratio,Glut_ratio,Oct_ratio,Ser_ratio,DA_ratio,Unknown_ratio,GABA_clusters,ACh_clusters,Ser_clusters,DA_clusters,Glut_clusters,Oct_clusters,Unknown_clusters
720575940619277733,flow,afferent,490,400,0.25,0.14285714285714285,0.01,0.014285714285714285,0.2979591836734694,0.0,0.0,0.6285714285714286,0.05918367346938776,0.0,False,True,True,True,,,
720575940619277733,flow,afferent,490,400,0.25,0.04,0.01,0.014285714285714285,0.2979591836734694,0.0,0.0,0.6285714285714286,0.05918367346938776,0.0,False,True,True,True,,,
720575940614174943,flow,afferent,617,400,0.25,0.14285714285714285,0.01,0.02593192868719611,0.5607779578606159,0.017828200972447326,0.008103727714748784,0.33063209076175043,0.05672609400324149,0.0,True,True,True,True,True,False,
720575940614174943,flow,afferent,617,400,0.25,0.04,0.01,0.02593192868719611,0.5607779578606159,0.017828200972447326,0.008103727714748784,0.33063209076175043,0.05672609400324149,0.0,True,True,True,True,True,False,
720575940617056064,flow,afferent,826,400,0.25,0.14285714285714285,0.01,0.023002421307506054,0.5508474576271186,0.007263922518159807,0.0012106537530266344,0.274818401937046,0.14285714285714285,0.0,True,True,True,True,False,,
720575940617056064,flow,afferent,826,400,0.25,0.04,0.01,0.023002421307506054,0.5508474576271186,0.007263922518159807,0.0012106537530266344,0.274818401937046,0.14285714285714285,0.0,False,True,True,True,False,,
720575940616417169,flow,afferent,609,400,0.25,0.14285714285714285,0.01,0.027914614121510674,0.7422003284072249,0.0,0.0,0.1592775041050903,0.07060755336617405,0.0,True,True,True,True,,,
720575940616417169,flow,afferent,609,400,0.25,0.04,0.01,0.027914614121510674,0.7422003284072249,0.0,0.0,0.1592775041050903,0.07060755336617405,0.0,True,True,True,True,,,
720575940617234077,flow,afferent,553,400,0.25,0.14285714285714285,0.01,0.018083182640144666,0.3453887884267631,0.0018083182640144665,0.0054249547920434,0.49909584086799275,0.12839059674502712,0.0018083182640144665,False,True,True,True,,False,
720575940617234077,flow,afferent,553,400,0.25,0.04,0.01,0.018083182640144666,0.3453887884267631,0.0018083182640144665,0.0054249547920434,0.49909584086799275,0.12839059674502712,0.0018083182640144665,False,True,True,True,,False,
720575940634023860,flow,afferent,612,400,0.25,0.14285714285714285,0.01,0.021241830065359478,0.7156862745098039,0.0,0.0,0.18137254901960784,0.08169934640522876,0.0,True,True,True,True,,,
720575940634023860,flow,afferent,612,400,0.25,0.04,0.01,0.021241830065359478,0.7156862745098039,0.0,0.0,0.18137254901960784,0.08169934640522876,0.0,False,True,True,True,,,
720575940619804582,flow,afferent,567,400,0.25,0.14285714285714285,0.01,0.026455026455026454,0.6772486772486772,0.003527336860670194,0.0,0.10229276895943562,0.19047619047619047,0.0,True,True,True,True,False,,
720575940619804582,flow,afferent,567,400,0.25,0.04,0.01,0.026455026455026454,0.6772486772486772,0.003527336860670194,0.0,0.10229276895943562,0.19047619047619047,0.0,True,True,True,True,False,,
720575940615903547,flow,afferent,553,400,0.25,0.14285714285714285,0.01,0.027124773960216998,0.8245931283905967,0.003616636528028933,0.0,0.0867992766726944,0.05786618444846293,0.0,True,True,True,True,False,,
720575940615903547,flow,afferent,553,400,0.25,0.04,0.01,0.027124773960216998,0.8245931283905967,0.003616636528028933,0.0,0.0867992766726944,0.05786618444846293,0.0,False,True,True,True,False,,
720575940629296254,flow,afferent,443,400,0.25,0.14285714285714285,0.01,0.002257336343115124,0.48081264108352145,0.0,0.0,0.4717832957110609,0.045146726862302484,0.0,,True,True,True,,,
720575940629296254,flow,afferent,443,400,0.25,0.04,0.01,0.002257336343115124,0.48081264108352145,0.0,0.0,0.4717832957110609,0.045146726862302484,0.0,,True,True,True,,,
720575940635978638,flow,afferent,628,400,0.25,0.14285714285714285,0.01,0.030254777070063694,0.5796178343949044,0.0015923566878980893,0.006369426751592357,0.30095541401273884,0.07961783439490445,0.0015923566878980893,True,True,True,True,,False,
720575940635978638,flow,afferent,628,400,0.25,0.04,0.01,0.030254777070063694,0.5796178343949044,0.0015923566878980893,0.006369426751592357,0.30095541401273884,0.07961783439490445,0.0015923566878980893,True,True,True,True,,False,
720575940628981036,flow,afferent,581,400,0.25,0.14285714285714285,0.01,0.055077452667814115,0.8726333907056799,0.0,0.0,0.060240963855421686,0.012048192771084338,0.0,True,True,True,False,,,
720575940628981036,flow,afferent,581,400,0.25,0.04,0.01,0.055077452667814115,0.8726333907056799,0.0,0.0,0.060240963855421686,0.012048192771084338,0.0,True,True,True,False,,,
720575940624369968,flow,afferent,458,400,0.25,0.14285714285714285,0.01,0.03275109170305677,0.3558951965065502,0.0,0.0,0.32532751091703055,0.28602620087336245,0.0,True,True,True,True,,,
720575940624369968,flow,afferent,458,400,0.25,0.04,0.01,0.03275109170305677,0.3558951965065502,0.0,0.0,0.32532751091703055,0.28602620087336245,0.0,True,True,True,True,,,
720575940612105586,flow,afferent,537,400,0.25,0.14285714285714285,0.01,0.00931098696461825,0.776536312849162,0.00186219739292365,0.0,0.2011173184357542,0.0111731843575419,0.0,False,True,True,False,,,
720575940612105586,flow,afferent,537,400,0.25,0.04,0.01,0.00931098696461825,0.776536312849162,0.00186219739292365,0.0,0.2011173184357542,0.0111731843575419,0.0,False,True,True,False,,,
720575940621315293,flow,afferent,474,400,0.25,0.14285714285714285,0.01,0.18143459915611815,0.16877637130801687,0.05485232067510549,0.04008438818565401,0.5253164556962026,0.029535864978902954,0.0,True,True,True,True,True,True,
720575940621315293,flow,afferent,474,400,0.25,0.04,0.01,0.18143459915611815,0.16877637130801687,0.05485232067510549,0.04008438818565401,0.5253164556962026,0.029535864978902954,0.0,True,True,True,True,True,False,
720575940629707068,flow,afferent,639,400,0.25,0.14285714285714285,0.01,0.028169014084507043,0.7762128325508607,0.001564945226917058,0.004694835680751174,0.12206572769953052,0.06729264475743349,0.0,True,True,True,True,,False,
