root_id,classification_system,cell_type,num_synapses,min_synapses,softmax_threshold,bandwidth_quantile_value,min_synapses_ratio_value,GABA_ratio,ACh_ratio,Glut_ratio,Oct_ratio,Ser_ratio,DA_ratio,Unknown_ratio,GABA_clusters,ACh_clusters,Ser_clusters,DA_clusters,Glut_clusters,Oct_clusters,Unknown_clusters
720575940616924701,flow,afferent,703,400,0.25,0.14285714285714285,0.01,0.06258890469416785,0.8463726884779517,0.0,0.0,0.07539118065433854,0.015647226173541962,0.0,True,True,True,True,,,
720575940616924701,flow,afferent,703,400,0.25,0.04,0.01,0.06258890469416785,0.8463726884779517,0.0,0.0,0.07539118065433854,0.015647226173541962,0.0,False,True,True,False,,,
720575940639487440,flow,afferent,749,400,0.25,0.14285714285714285,0.01,0.09879839786381843,0.7222963951935915,0.0026702269692923898,0.0013351134846461949,0.08277703604806408,0.09212283044058744,0.0,True,True,True,True,False,,
720575940639487440,flow,afferent,749,400,0.25,0.04,0.01,0.09879839786381843,0.7222963951935915,0.0026702269692923898,0.0013351134846461949,0.08277703604806408,0.09212283044058744,0.0,True,True,True,True,False,,
720575940621286405,flow,afferent,557,400,0.25,0.14285714285714285,0.01,0.1867145421903052,0.33213644524236985,0.003590664272890485,0.01615798922800718,0.43087971274685816,0.03052064631956912,0.0,True,True,True,True,False,True,
720575940621286405,flow,afferent,557,400,0.25,0.04,0.01,0.1867145421903052,0.33213644524236985,0.003590664272890485,0.01615798922800718,0.43087971274685816,0.03052064631956912,0.0,True,True,True,True,False,True,
720575940619761473,flow,afferent,466,400,0.25,0.14285714285714285,0.01,0.1459227467811159,0.5278969957081545,0.015021459227467811,0.01072961373390558,0.27682403433476394,0.023605150214592276,0.0,True,True,True,False,False,False,
720575940619761473,flow,afferent,466,400,0.25,0.04,0.01,0.1459227467811159,0.5278969957081545,0.015021459227467811,0.01072961373390558,0.27682403433476394,0.023605150214592276,0.0,True,True,True,False,False,False,
720575940618738853,flow,afferent,442,400,0.25,0.14285714285714285,0.01,0.6266968325791855,0.2398190045248869,0.0022624434389140274,0.0,0.12669683257918551,0.004524886877828055,0.0,True,True,True,False,,,
720575940618738853,flow,afferent,442,400,0.25,0.04,0.01,0.6266968325791855,0.2398190045248869,0.0022624434389140274,0.0,0.12669683257918551,0.004524886877828055,0.0,True,True,True,False,,,
