root_id,classification_system,cell_type,num_synapses,min_synapses,softmax_threshold,bandwidth_quantile_value,min_synapses_ratio_value,GABA_ratio,ACh_ratio,Glut_ratio,Oct_ratio,Ser_ratio,DA_ratio,Unknown_ratio,GABA_clusters,ACh_clusters,Glut_clusters,Oct_clusters,Ser_clusters,DA_clusters,Unknown_clusters
720575940613307033,cell_type,DNde006,8020,400,0.25,0.14285714285714285,0.01,0.0669576059850374,0.11895261845386533,0.686783042394015,0.007855361596009976,0.06658354114713216,0.051620947630922696,0.0012468827930174563,True,True,True,False,True,True,False
720575940613307033,cell_type,DNde006,8020,400,0.25,0.14285714285714285,0.05,0.0669576059850374,0.11895261845386533,0.686783042394015,0.007855361596009976,0.06658354114713216,0.051620947630922696,0.0012468827930174563,False,True,True,False,True,False,False
720575940613307033,cell_type,DNde006,8020,400,0.25,0.14285714285714285,0.1,0.0669576059850374,0.11895261845386533,0.686783042394015,0.007855361596009976,0.06658354114713216,0.051620947630922696,0.0012468827930174563,False,False,True,False,False,False,False
720575940613307033,cell_type,DNde006,8020,400,0.25,0.04,0.01,0.0669576059850374,0.11895261845386533,0.686783042394015,0.007855361596009976,0.06658354114713216,0.051620947630922696,0.0012468827930174563,True,True,True,False,True,False,False
720575940613307033,cell_type,DNde006,8020,400,0.25,0.04,0.05,0.0669576059850374,0.11895261845386533,0.686783042394015,0.007855361596009976,0.06658354114713216,0.051620947630922696,0.0012468827930174563,False,False,True,False,False,False,False
720575940613307033,cell_type,DNde006,8020,400,0.25,0.04,0.1,0.0669576059850374,0.11895261845386533,0.686783042394015,0.007855361596009976,0.06658354114713216,0.051620947630922696,0.0012468827930174563,False,False,False,False,False,False,False
720575940613307033,cell_type,DNde006,8020,400,0.25,0.02,0.01,0.0669576059850374,0.11895261845386533,0.686783042394015,0.007855361596009976,0.06658354114713216,0.051620947630922696,0.0012468827930174563,True,True,True,False,False,False,False
720575940613307033,cell_type,DNde006,8020,400,0.25,0.02,0.05,0.0669576059850374,0.11895261845386533,0.686783042394015,0.007855361596009976,0.06658354114713216,0.051620947630922696,0.0012468827930174563,False,False,True,False,False,False,False
720575940613307033,cell_type,DNde006,8020,400,0.25,0.02,0.1,0.0669576059850374,0.11895261845386533,0.686783042394015,0.007855361596009976,0.06658354114713216,0.051620947630922696,0.0012468827930174563,False,False,False,False,False,False,False
720575940613307033,cell_type,DNde006,8020,400,0.25,0.01,0.01,0.0669576059850374,0.11895261845386533,0.686783042394015,0.007855361596009976,0.06658354114713216,0.051620947630922696,0.0012468827930174563,True,False,True,False,False,False,False
720575940613307033,cell_type,DNde006,8020,400,0.25,0.01,0.05,0.0669576059850374,0.11895261845386533,0.686783042394015,0.007855361596009976,0.06658354114713216,0.051620947630922696,0.0012468827930174563,False,False,False,False,False,False,False
720575940613307033,cell_type,DNde006,8020,400,0.25,0.01,0.1,0.0669576059850374,0.11895261845386533,0.686783042394015,0.007855361596009976,0.06658354114713216,0.051620947630922696,0.0012468827930174563,False,False,False,False,False,False,False
720575940625006776,cell_type,DNde006,5926,400,0.25,0.14285714285714285,0.01,0.07846776915288559,0.17246034424569692,0.5599055011812353,0.03324333445831927,0.11795477556530544,0.03644954438069524,0.0015187310158623017,True,True,True,True,True,True,False
720575940625006776,cell_type,DNde006,5926,400,0.25,0.14285714285714285,0.05,0.07846776915288559,0.17246034424569692,0.5599055011812353,0.03324333445831927,0.11795477556530544,0.03644954438069524,0.0015187310158623017,False,True,True,False,True,False,False
720575940625006776,cell_type,DNde006,5926,400,0.25,0.14285714285714285,0.1,0.07846776915288559,0.17246034424569692,0.5599055011812353,0.03324333445831927,0.11795477556530544,0.03644954438069524,0.0015187310158623017,False,False,True,False,False,False,False
720575940625006776,cell_type,DNde006,5926,400,0.25,0.04,0.01,0.07846776915288559,0.17246034424569692,0.5599055011812353,0.03324333445831927,0.11795477556530544,0.03644954438069524,0.0015187310158623017,True,True,True,False,True,False,False
720575940625006776,cell_type,DNde006,5926,400,0.25,0.04,0.05,0.07846776915288559,0.17246034424569692,0.5599055011812353,0.03324333445831927,0.11795477556530544,0.03644954438069524,0.0015187310158623017,False,False,True,False,False,False,False
720575940625006776,cell_type,DNde006,5926,400,0.25,0.04,0.1,0.07846776915288559,0.17246034424569692,0.5599055011812353,0.03324333445831927,0.11795477556530544,0.03644954438069524,0.0015187310158623017,False,False,False,False,False,False,False
720575940625006776,cell_type,DNde006,5926,400,0.25,0.02,0.01,0.07846776915288559,0.17246034424569692,0.5599055011812353,0.03324333445831927,0.11795477556530544,0.03644954438069524,0.0015187310158623017,True,True,True,False,False,False,False
720575940625006776,cell_type,DNde006,5926,400,0.25,0.02,0.05,0.07846776915288559,0.17246034424569692,0.5599055011812353,0.03324333445831927,0.11795477556530544,0.03644954438069524,0.0015187310158623017,False,False,True,False,False,False,False
720575940625006776,cell_type,DNde006,5926,400,0.25,0.02,0.1,0.07846776915288559,0.17246034424569692,0.5599055011812353,0.03324333445831927,0.11795477556530544,0.03644954438069524,0.0015187310158623017,False,False,False,False,False,False,False
720575940625006776,cell_type,DNde006,5926,400,0.25,0.01,0.01,0.07846776915288559,0.17246034424569692,0.5599055011812353,0.03324333445831927,0.11795477556530544,0.03644954438069524,0.0015187310158623017,False,True,True,False,False,False,False
720575940625006776,cell_type,DNde006,5926,400,0.25,0.01,0.05,0.07846776915288559,0.17246034424569692,0.5599055011812353,0.03324333445831927,0.11795477556530544,0.03644954438069524,0.0015187310158623017,False,False,False,False,False,False,False
720575940625006776,cell_type,DNde006,5926,400,0.25,0.01,0.1,0.07846776915288559,0.17246034424569692,0.5599055011812353,0.03324333445831927,0.11795477556530544,0.03644954438069524,0.0015187310158623017,False,False,False,False,False,False,False
720575940621388453,cell_type,DNd02,4477,400,0.25,0.14285714285714285,0.01,0.03596158141612687,0.1199463926736654,0.20147420147420148,0.12039312039312039,0.30667857940585214,0.21286575832030377,0.002680366316729953,True,True,True,True,True,True,False
720575940621388453,cell_type,DNd02,4477,400,0.25,0.14285714285714285,0.05,0.03596158141612687,0.1199463926736654,0.20147420147420148,0.12039312039312039,0.30667857940585214,0.21286575832030377,0.002680366316729953,False,True,True,True,True,True,False
720575940621388453,cell_type,DNd02,4477,400,0.25,0.14285714285714285,0.1,0.03596158141612687,0.1199463926736654,0.20147420147420148,0.12039312039312039,0.30667857940585214,0.21286575832030377,0.002680366316729953,False,False,False,False,True,False,False
720575940621388453,cell_type,DNd02,4477,400,0.25,0.04,0.01,0.03596158141612687,0.1199463926736654,0.20147420147420148,0.12039312039312039,0.30667857940585214,0.21286575832030377,0.002680366316729953,True,True,True,True,True,True,False
720575940621388453,cell_type,DNd02,4477,400,0.25,0.04,0.05,0.03596158141612687,0.1199463926736654,0.20147420147420148,0.12039312039312039,0.30667857940585214,0.21286575832030377,0.002680366316729953,False,True,False,False,False,False,False
720575940621388453,cell_type,DNd02,4477,400,0.25,0.04,0.1,0.03596158141612687,0.1199463926736654,0.20147420147420148,0.12039312039312039,0.30667857940585214,0.21286575832030377,0.002680366316729953,False,False,False,False,False,False,False
