root_id,classification_system,cell_type,num_synapses,min_synapses,softmax_threshold,bandwidth_quantile_value,min_synapses_ratio_value,GABA_ratio,ACh_ratio,Glut_ratio,Oct_ratio,Ser_ratio,DA_ratio,Unknown_ratio,GABA_clusters,ACh_clusters,Glut_clusters,Ser_clusters,DA_clusters,Unknown_clusters,Oct_clusters
720575940638737341,flow,afferent,1239,400,0.25,0.14285714285714285,0.01,0.09362389023405973,0.688458434221146,0.11299435028248588,0.0008071025020177562,0.08393866020984665,0.020177562550443905,0.0,True,True,True,True,True,,
720575940638737341,flow,afferent,1239,400,0.25,0.04,0.01,0.09362389023405973,0.688458434221146,0.11299435028248588,0.0008071025020177562,0.08393866020984665,0.020177562550443905,0.0,True,True,True,True,False,,
720575940621787371,flow,afferent,3385,400,0.25,0.14285714285714285,0.01,0.00413589364844904,0.8830132939438701,0.025997045790251107,0.0,0.05790251107828656,0.02776957163958641,0.0011816838995568684,False,True,True,True,True,False,
720575940621787371,flow,afferent,3385,400,0.25,0.04,0.01,0.00413589364844904,0.8830132939438701,0.025997045790251107,0.0,0.05790251107828656,0.02776957163958641,0.0011816838995568684,False,True,False,True,False,False,
720575940638604021,flow,afferent,1956,400,0.25,0.14285714285714285,0.01,0.018404907975460124,0.18149284253578732,0.6359918200408998,0.002556237218813906,0.13548057259713703,0.02556237218813906,0.0005112474437627812,True,True,True,True,True,,False
720575940638604021,flow,afferent,1956,400,0.25,0.04,0.01,0.018404907975460124,0.18149284253578732,0.6359918200408998,0.002556237218813906,0.13548057259713703,0.02556237218813906,0.0005112474437627812,False,True,True,True,False,,False
720575940608683477,flow,afferent,7327,400,0.25,0.14285714285714285,0.01,0.014194076702606797,0.6119830762931623,0.015968336290432646,0.0024566671216050225,0.3321959874437014,0.02292889313498021,0.0002729630135116692,False,True,False,True,True,False,False
720575940608683477,flow,afferent,7327,400,0.25,0.04,0.01,0.014194076702606797,0.6119830762931623,0.015968336290432646,0.0024566671216050225,0.3321959874437014,0.02292889313498021,0.0002729630135116692,False,True,False,True,False,False,False
720575940610640482,flow,afferent,47826,400,0.25,0.14285714285714285,0.01,0.38458160833019694,0.05842010621837494,0.5253209551290093,0.0007318195123991135,0.01676912139840254,0.013862752477731779,0.00031363693388533436,True,True,True,False,False,False,False
720575940610640482,flow,afferent,47826,400,0.25,0.04,0.01,0.38458160833019694,0.05842010621837494,0.5253209551290093,0.0007318195123991135,0.01676912139840254,0.013862752477731779,0.00031363693388533436,True,False,True,False,False,False,False
720575940633288372,flow,afferent,3420,400,0.25,0.14285714285714285,0.01,0.01871345029239766,0.7786549707602339,0.03508771929824561,0.007309941520467836,0.10555555555555556,0.054093567251461985,0.0005847953216374269,True,True,True,True,True,False,False
720575940633288372,flow,afferent,3420,400,0.25,0.04,0.01,0.01871345029239766,0.7786549707602339,0.03508771929824561,0.007309941520467836,0.10555555555555556,0.054093567251461985,0.0005847953216374269,False,True,False,True,False,False,False
720575940639787630,flow,afferent,3024,400,0.25,0.14285714285714285,0.01,0.009259259259259259,0.6620370370370371,0.026124338624338623,0.00496031746031746,0.23644179894179895,0.06117724867724868,0.0,False,True,True,True,True,,False
720575940639787630,flow,afferent,3024,400,0.25,0.04,0.01,0.009259259259259259,0.6620370370370371,0.026124338624338623,0.00496031746031746,0.23644179894179895,0.06117724867724868,0.0,False,True,False,True,True,,False
720575940639792494,flow,afferent,1096,400,0.25,0.14285714285714285,0.01,0.04744525547445255,0.5063868613138686,0.0036496350364963502,0.0072992700729927005,0.38503649635036497,0.05018248175182482,0.0,True,True,False,True,True,,False
720575940639792494,flow,afferent,1096,400,0.25,0.04,0.01,0.04744525547445255,0.5063868613138686,0.0036496350364963502,0.0072992700729927005,0.38503649635036497,0.05018248175182482,0.0,True,True,False,True,True,,False
720575940640002071,flow,afferent,1582,400,0.25,0.14285714285714285,0.01,0.009481668773704172,0.854614412136536,0.106826801517067,0.005689001264222503,0.009481668773704172,0.01390644753476612,0.0,False,True,True,False,False,,False
720575940640002071,flow,afferent,1582,400,0.25,0.04,0.01,0.009481668773704172,0.854614412136536,0.106826801517067,0.005689001264222503,0.009481668773704172,0.01390644753476612,0.0,False,True,True,False,False,,False
720575940638446032,flow,afferent,1324,400,0.25,0.14285714285714285,0.01,0.00906344410876133,0.6699395770392749,0.2945619335347432,0.0007552870090634441,0.01812688821752266,0.0075528700906344415,0.0,False,True,True,True,False,,
720575940638446032,flow,afferent,1324,400,0.25,0.04,0.01,0.00906344410876133,0.6699395770392749,0.2945619335347432,0.0007552870090634441,0.01812688821752266,0.0075528700906344415,0.0,False,True,True,False,False,,
720575940640962158,flow,afferent,2235,400,0.25,0.14285714285714285,0.01,0.20850111856823267,0.021476510067114093,0.3046979865771812,0.01879194630872483,0.3906040268456376,0.05503355704697987,0.0008948545861297539,True,True,True,True,True,False,True
720575940640962158,flow,afferent,2235,400,0.25,0.04,0.01,0.20850111856823267,0.021476510067114093,0.3046979865771812,0.01879194630872483,0.3906040268456376,0.05503355704697987,0.0008948545861297539,True,False,True,True,True,False,False
720575940623497653,flow,afferent,3927,400,0.25,0.14285714285714285,0.01,0.056786350903997966,0.04736440030557677,0.7677616501145913,0.016042780748663103,0.06900942195059842,0.04252610134963076,0.0005092946269416857,True,True,True,True,True,False,False
720575940623497653,flow,afferent,3927,400,0.25,0.04,0.01,0.056786350903997966,0.04736440030557677,0.7677616501145913,0.016042780748663103,0.06900942195059842,0.04252610134963076,0.0005092946269416857,True,False,True,True,True,False,False
720575940608887235,flow,afferent,4440,400,0.25,0.14285714285714285,0.01,0.00563063063063063,0.7891891891891892,0.07927927927927927,0.0009009009009009009,0.11013513513513513,0.01463963963963964,0.00022522522522522523,False,True,True,True,False,,False
720575940608887235,flow,afferent,4440,400,0.25,0.04,0.01,0.00563063063063063,0.7891891891891892,0.07927927927927927,0.0009009009009009009,0.11013513513513513,0.01463963963963964,0.00022522522522522523,False,True,True,True,False,,False
720575940641728712,flow,afferent,704,400,0.25,0.14285714285714285,0.01,0.03835227272727273,0.08948863636363637,0.42329545454545453,0.004261363636363636,0.2840909090909091,0.16051136363636365,0.0,True,True,True,True,True,,False
720575940641728712,flow,afferent,704,400,0.25,0.04,0.01,0.03835227272727273,0.08948863636363637,0.42329545454545453,0.004261363636363636,0.2840909090909091,0.16051136363636365,0.0,True,True,True,True,True,,False
720575940635611060,flow,afferent,3446,400,0.25,0.14285714285714285,0.01,0.0046430644225188625,0.4689495066744051,0.011607661056297156,0.0037724898432965758,0.4750435287289611,0.035983749274521186,0.0,False,True,False,True,True,,False
720575940635611060,flow,afferent,3446,400,0.25,0.04,0.01,0.0046430644225188625,0.4689495066744051,0.011607661056297156,0.0037724898432965758,0.4750435287289611,0.035983749274521186,0.0,False,True,False,True,False,,False
720575940629524483,flow,afferent,1906,400,0.25,0.14285714285714285,0.01,0.005246589716684155,0.5813221406086044,0.013641133263378805,0.001049317943336831,0.3357817418677859,0.060860440713536204,0.002098635886673662,False,True,False,True,True,False,False
720575940629524483,flow,afferent,1906,400,0.25,0.04,0.01,0.005246589716684155,0.5813221406086044,0.013641133263378805,0.001049317943336831,0.3357817418677859,0.060860440713536204,0.002098635886673662,False,True,False,True,True,False,False
720575940642245742,flow,afferent,1135,400,0.25,0.14285714285714285,0.01,0.012334801762114538,0.8070484581497798,0.039647577092511016,0.000881057268722467,0.0933920704845815,0.044933920704845816,0.001762114537444934,False,True,True,True,True,False,
720575940642245742,flow,afferent,1135,400,0.25,0.04,0.01,0.012334801762114538,0.8070484581497798,0.039647577092511016,0.000881057268722467,0.0933920704845815,0.044933920704845816,0.001762114537444934,False,True,True,True,True,False,
720575940629589711,flow,afferent,10431,400,0.25,0.14285714285714285,0.01,0.00929920429489023,0.9527370338414342,0.009107468123861567,0.0036429872495446266,0.013996740485092512,0.011120697919662545,9.586808551433228e-05,False,True,False,False,False,,False
720575940629589711,flow,afferent,10431,400,0.25,0.04,0.01,0.00929920429489023,0.9527370338414342,0.009107468123861567,0.0036429872495446266,0.013996740485092512,0.011120697919662545,9.586808551433228e-05,False,True,False,False,False,,False
720575940617693264,flow,afferent,686,400,0.25,0.14285714285714285,0.01,0.03206997084548105,0.8877551020408163,0.0058309037900874635,0.0014577259475218659,0.06851311953352769,0.004373177842565598,0.0,False,True,False,True,False,,
